Index,OEM,Model,Launch Announced,Launch Status,Body Dimensions,Body Weight,Body SIM,Display Type,Display Size,Display Resolution,Features Sensors,Platform OS
643,Siemens,M55,2003,Q2",Discontinued,101 x 46 x 21 mm (3.98 x 1.81 x 0.83 in),83 g (2.93 oz),Mini-SIM,"CSTN,4096 colors",,"101 x 80 pixels
644,Siemens,SL55,2003,Q2",Discontinued,"82 x 45 x 22 mm,63 cc (3.23 x 1.77 x 0.87 in)",79 g (2.79 oz),Mini-SIM,"CSTN,4096 colors",
645,Siemens,S55,2002,Discontinued,"101 x 42 x 18 mm,69 cc (3.98 x 1.65 x 0.71 in)",85 g (3.00 oz),Mini-SIM,"CSTN,256 colors",,"101 x 80 pixels
646,Siemens,SX45,2001,Discontinued,"134 x 87 x 26 mm,309 cc (5.28 x 3.43 x 1.02 in)",330 g (11.64 oz),Mini-SIM,"TFT resistive touchscreen,65K colors",,"240 x 320 pixels
647,Siemens,SL45i,2001,Discontinued,"105 x 46 x 17 mm,69 cc (4.13 x 1.81 x 0.67 in)",88 g (3.10 oz),Mini-SIM,Monochrome graphic,"1.5 inches,24 x 29 mm,7.1 cm (~14.6% screen-to-body ratio)"
648,Siemens,SL42,2001,Discontinued,"105 x 46 x 17 mm,69 cc (4.13 x 1.81 x 0.67 in)",88 g (3.10 oz),Mini-SIM,Monochrome graphic,"1.5 inches,24 x 29 mm,7.1 cm (~14.6% screen-to-body ratio)"
649,Siemens,SL45,2000,Discontinued,"105 x 46 x 17 mm,69 cc (4.13 x 1.81 x 0.67 in)",88 g (3.10 oz),Mini-SIM,Monochrome graphic,"1.5 inches,24 x 29 mm,7.1 cm (~14.6% screen-to-body ratio)"
650,Siemens,A36,2000,Discontinued,118 x 46 x 21 mm (4.65 x 1.81 x 0.83 in),120 g (4.23 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
651,Siemens,M30,2000,Discontinued,"124 x 44 x 24 mm,99 cc (4.88 x 1.73 x 0.94 in)",110 g (3.88 oz),Mini-SIM,Alphanumeric,,2 x 12 chars,V1
652,Siemens,C28,2000,Discontinued,"117 x 47 x 27 mm,120 cc (4.61 x 1.85 x 1.06 in)",135 g (4.76 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,V1
653,Sony,Xperia 1 II,2020,February 24","Available. Released 2020,May 22",165.1 x 71.1 x 7.6 mm (6.5 x 2.80 x 0.30 in),181.4 g (6.38 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,1B colors"
654,Sony,Xperia 10 II,2020,February 24","Available. Released 2020,May 05",157 x 69 x 8.2 mm (6.18 x 2.72 x 0.32 in),151 g (5.33 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
655,Sony,Xperia L4,2020,February 20","Available. Released 2020,April 28",159 x 71 x 8.7 mm (6.26 x 2.80 x 0.34 in),178 g (6.28 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
656,Sony,Xperia 5,2019,September 05","Available. Released 2019,October 05",158 x 68 x 8.2 mm (6.22 x 2.68 x 0.32 in),164 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","OLED capacitive touchscreen,16M colors"
657,Sony,CMD Z7,2001,Q4",Discontinued,"91 x 50 x 25 mm,90 cc (3.58 x 1.97 x 0.98 in)",95 g (3.35 oz),Mini-SIM,"Grayscale graphic,4 shades",
658,Sony,CMD J70,2001,Q4",Discontinued,113 x 44 x 21 mm (4.45 x 1.73 x 0.83 in),92 g (3.25 oz),Mini-SIM,"Grayscale graphic,4 shades",,"96 x 92 pixels
659,Sony,CMD J7,2001,Q4",Discontinued,113 x 44 x 21 mm (4.45 x 1.73 x 0.83 in),92 g (3.25 oz),Mini-SIM,"Grayscale graphic,4 shades",,"96 x 92 pixels
660,Sony,CMD MZ5,,Discontinued,"90 x 49 x 30 mm,100 cc (3.54 x 1.93 x 1.18 in)",110 g (3.88 oz),Mini-SIM,"Grayscale graphic,4 shades",,"96 x 72 pixels
661,Sony,CMD J6,2001,Discontinued,123 x 43 x 20 mm (4.84 x 1.69 x 0.79 in),82 g (2.89 oz),Mini-SIM,"Grayscale graphic,4 shades",,"96 x 92 pixels,6 lines
662,Sony,CMD Z1 plus,1997,Discontinued,"98 x 60 x 26 mm,120 cc (3.86 x 2.36 x 1.02 in)",195 g (6.88 oz),Mini-SIM,Monochrome graphic,,"97 x 32 pixels,5 lines"
663,Sony,CMD Z1,1997,Discontinued,"99 x 64 x 24 mm,120 cc (3.90 x 2.52 x 0.94 in)",220 g (7.76 oz),Mini-SIM,Monochrome graphic,,"97 x 32 pixels,5 lines"
664,Sony,CM-DX 2000,1997,Discontinued,"147 x 46 x 27 mm,155 cc (5.79 x 1.81 x 1.06 in)",185 g (6.53 oz),Mini-SIM,Monochrome graphic,,"97 x 33 pixels,4 x 16 chars"
665,Sony,CM-DX 1000,1997,Discontinued,150 x 45 x 32 mm (5.91 x 1.77 x 1.26 in),235 g (8.29 oz),Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
666,Sony Ericsson,Z700,2002,September",Cancelled,"91 x 50 x 24 mm,90 cc (3.58 x 1.97 x 0.94 in)",95 g (3.35 oz),Mini-SIM,"STN,256 colors",
667,Sony Ericsson,Windows Phone 7,,Cancelled,,,Mini-SIM,"TFT capacitive touchscreen,16M colors",,,Accelerometer
668,Spice,Mi-285 Stellar,2012,June. Released 2012,June",Discontinued,116.5 x 58.4 x 12.7 mm (4.59 x 2.30 x 0.5 in),79 g (2.79 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen,256K colors","2.8 inches
669,T-Mobile,Revvlry+,2019,July","Available. Released 2019,July",158.5 x 75.2 x 8.6 mm (6.24 x 2.96 x 0.34 in),,Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","6.24 inches
670,T-Mobile,Revvlry,2019,July","Available. Released 2019,July",148.6 x 71.4 x 8.1 mm (5.85 x 2.81 x 0.32 in),,Nano-SIM,"IPS LCD capacitive touchscreen,16M colors","5.7 inches
671,TCL,10 5G,2020,April 06","Coming soon. Exp. release 2020,Q2",163.7 x 76.6 x 9 mm (6.44 x 3.02 x 0.35 in),210 g (7.41 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
672,TCL,10 Pro,2020,April 06","Available. Released 2020,May 19",158.5 x 72.4 x 9.2 mm (6.24 x 2.85 x 0.36 in),177 g (6.24 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
673,TCL,10L,2020,April 06","Available. Released 2020,May 19",162.2 x 75.6 x 8.4 mm (6.39 x 2.98 x 0.33 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
674,TCL,Plex,2019,September","Available. Released 2019,October",162.2 x 76.6 x 8 mm (6.39 x 3.02 x 0.31 in),192 g (6.77 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
675,TECNO,Spark Power 2,2020,June 17","Coming soon. Exp. release 2020,June 23",174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),220 g (7.76 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
676,TECNO,Spark 5 Air,2020,May 05","Coming soon. Exp. release 2020,June",174.6 x 79.3 x 9.1 mm (6.87 x 3.12 x 0.36 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
677,TECNO,Spark 5,2020,May 04","Available. Released 2020,May 26",164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
678,TECNO,Camon 15 Premier,2020,April 13","Available. Released 2020,April 13",163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),203 g (7.16 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
679,TECNO,Camon 15 Air,2020,April 13","Available. Released 2020,April 13",164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
680,TECNO,Camon 15 Pro,2020,February 21","Available. Released 2020,February 25",163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),203 g (7.16 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
681,TECNO,Camon 15,2020,February 21","Available. Released 2020,February 25",164.1 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),196 g (6.91 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
682,TECNO,Camon 12 Air,2019,October","Available. Released 2019,October",164.2 x 76.1 x 8.2 mm (6.46 x 3.00 x 0.32 in),181 g (6.38 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
683,TECNO,Pop 3 Plus,2019,December","Available. Released 2019,December",166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),180.5 g (6.38 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
684,TECNO,Spark 4 Lite,2019,December","Available. Released 2019,December",166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
685,TECNO,Camon 12 Pro,2019,September","Available. Released 2019,September",158.6 x 75.5 x 7.8 mm (6.24 x 2.97 x 0.31 in),161 g (5.68 oz),"Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
686,TECNO,Camon 12,2019,August","Available. Released 2019,August",166 x 75.8 x 8.2 mm (6.54 x 2.98 x 0.32 in),170.7 g (6.03 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
687,TECNO,Pouvoir 3 Air,2019,August","Available. Released 2019,August",163 x 78.2 x 9.3 mm (6.42 x 3.08 x 0.37 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
688,TECNO,Pouvoir 3 Plus,2019,August","Available. Released 2019,August",159 x 76 x 9.2 mm (6.26 x 2.99 x 0.36 in),,"Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
689,TECNO,Pouvoir 3,2019,June","Available. Released 2019,June",157.6 x 76.7 x 8.5 mm (6.20 x 3.02 x 0.33 in),168 g (5.93 oz),"Dual SIM (Micro-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
690,TECNO,Spark 3,2019,April","Available. Released 2019,April",155.3 x 75.8 x 8.2 mm (6.11 x 2.98 x 0.32 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
691,TECNO,Spark 3 Pro,2019,April","Available. Released 2019,April",154.3 x 75.5 x 7.9 mm (6.07 x 2.97 x 0.31 in),,"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
692,TECNO,Spark Go,2019,August","Available. Released 2019,August",156.1 x 75 x 9.2 mm (6.15 x 2.95 x 0.36 in),174 g (6.14 oz),Dual SIM,"IPS LCD capacitive touchscreen,16M colors","6.1 inches
693,TECNO,Pop 2 F,2019,May","Available. Released 2019,May",149.8 x 72.8 x 9.4 mm (5.90 x 2.87 x 0.37 in),155 g (5.47 oz),"Dual SIM (Micro-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
694,TECNO,Pop 2 Plus,2019,May","Available. Released 2019,May",161.7 x 78.9 x 9.6 mm (6.37 x 3.11 x 0.38 in),205 g (7.23 oz),"Dual SIM (Micro-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
695,TECNO,Phantom 9,2019,July","Available. Released 2019,July",158.5 x 75.3 x 7.9 mm (6.24 x 2.96 x 0.31 in),164.4 g (5.78 oz),"Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
696,Tel.Me.,T918,2003,Discontinued,111 x 50 x 20.5 mm (4.37 x 1.97 x 0.81 in),125 g (4.41 oz),Mini-SIM,"CSTN touchscreen,65K colors",,128 x 160 pixels,V1
697,Tel.Me.,T919i,2003,Discontinued,126 x 56 x 24 mm (4.96 x 2.20 x 0.94 in),134 g (4.73 oz),Mini-SIM,"CSTN resistive touchscreen,32K colors",,"128 x 256 pixels,18:9 ratio"
698,Tel.Me.,T919,2003,Discontinued,126 x 56 x 24 mm (4.96 x 2.20 x 0.94 in),115 g (4.06 oz),Mini-SIM,"CSTN resistive touchscreen,32K colors",,"256 x 128 pixels,18:9 ratio"
699,Tel.Me.,T909c,,Discontinued,129 x 44 x 18 mm (5.08 x 1.73 x 0.71 in),80 g (2.82 oz),Mini-SIM,Monochrome graphic,,"112 x 64 pixels,16:9 ratio",V1
700,Telit,C1000,2005,Q1",Discontinued,86 x 48 x 15.6 mm (3.39 x 1.89 x 0.61 in),74.5 g (2.61 oz),Mini-SIM,"TFT resistive touchscreen,256K colors",,128 x 160 pixels
701,Telit,T91,2004,Q3",Discontinued,85 x 43.5 x 21.9 mm (3.35 x 1.71 x 0.86 in),85 g (3.00 oz),Mini-SIM,"TFT,65K colors",,128 x 160 pixels
702,Telit,T90,2004,Q3",Discontinued,85 x 43.5 x 21.9 mm (3.35 x 1.71 x 0.86 in),85 g (3.00 oz),Mini-SIM,"TFT,65K colors",,128 x 160 pixels
703,Telit,NEO,2004,Q2",Discontinued,99 x 44 x 18 mm (3.90 x 1.73 x 0.71 in),65 g (2.29 oz),Mini-SIM,"TFT,65K colors",,"128 x 128 pixels
704,Telit,G83,2003,Q4",Discontinued,108 x 45 x 20 mm (4.25 x 1.77 x 0.79 in),90 g (3.17 oz),Mini-SIM,"TFT,65K colors",,128 x 160 pixels
705,Telit,G80,2002,Nov",Discontinued,105 x 60 x 23 mm (4.13 x 2.36 x 0.91 in),96 g (3.39 oz),Mini-SIM,"CSTN,65K colors",,"160 x 120 pixels
706,Telit,G82,2002,Discontinued,114 x 53 x 27 mm (4.49 x 2.09 x 1.06 in),90 g (3.17 oz),Mini-SIM,"CSTN,4096 colors",,"128 x 96 pixels,4:3 ratio"
707,Telit,G40,2003,Q2",Discontinued,105 x 46 x 18.5 mm (4.13 x 1.81 x 0.73 in),75 g (2.65 oz),Mini-SIM,Monochrome graphic,,101 x 80 pixels,V1
708,Telit,GM 882,2002,Discontinued,107 x 54 x 22 mm (4.21 x 2.13 x 0.87 in),100 g (3.53 oz),Mini-SIM,Monochrome graphic,,"132 x 65 pixels,18.5:9 ratio",V1
709,Telit,GM 810,1999,Discontinued,117 x 51 x 18 mm (4.61 x 2.01 x 0.71 in),105 g (3.70 oz),Mini-SIM,Monochrome graphic,,4 lines,V1,
710,Telit,Estremo,1999,Discontinued,134 x 53 x 24 mm (5.28 x 2.09 x 0.94 in),176 g (6.21 oz),Mini-SIM,Monochrome graphic,,4 lines,V1,
711,Telit,GM 710,1999,Discontinued,117 x 51 x 18 mm (4.61 x 2.01 x 0.71 in),105 g (3.70 oz),Mini-SIM,Monochrome graphic,,4 lines,V1,
712,Ulefone,Note 8P,2020,June 08","Available. Released 2020,June 08",141.7 x 66.5 x 12 mm (5.58 x 2.62 x 0.47 in),153 g (5.40 oz),"Dual SIM (Micro-SIM/Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
713,Ulefone,Armor X7 Pro,2020,June 08","Available. Released 2020,June 08",150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in),234 g (8.25 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
714,Ulefone,Armor 7E,2020,March 30","Available. Released 2020,March 30",165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in),290 g (10.23 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
715,Ulefone,Armor X7,2020,March 19","Available. Released 2020,March 19",150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in),234 g (8.25 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
716,Ulefone,Armor 7,2019,October","Available. Released 2019,October",165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in),290 g (10.23 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
717,Ulefone,Armor X6,2019,December","Available. Released 2019,December",150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in),223.8 g (7.90 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
718,Ulefone,Armor 6S,2019,September","Available. Released 2019,October",166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in),270 g (9.52 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
719,Ulefone,Armor 3W,2019,September","Available. Released 2019,September",164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in),365 g (12.87 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
720,Ulefone,Armor 3WT,2019,September","Available. Released 2019,September",164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in),373.7 g (13.33 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
721,Ulefone,Armor X5,2019,December","Available. Released 2019,December",150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in),223.8 g (7.90 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
722,Ulefone,T2,2019,August","Available. Released 2019,August",167.6 x 80.3 x 8.7 mm (6.60 x 3.16 x 0.34 in),197.2 g (6.95 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
723,Ulefone,Armor X3,2019,July","Available. Released 2019,July",158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in),235 g (8.29 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
724,Ulefone,Armor 5S,2019,July","Available. Released 2019,July",158.3 x 76 x 12.6 mm (6.23 x 2.99 x 0.50 in),228 g (8.04 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
725,Ulefone,Armor 6E,2019,May","Available. Released 2019,May",166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in),267.5 g (9.45 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
726,Ulefone,Note 7P,2019,May","Available. Released 2019,May",156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),178.8 g (6.31 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
727,Ulefone,S11,2019,April","Available. Released 2019,April",156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),177.5 g (6.28 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
728,Ulefone,Note 7,2019,April","Available. Released 2019,April",156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in),177.5 g (6.28 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
729,Ulefone,Armor X2,2018,December","Available. Released 2018,December",163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in),256 g (9.03 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
730,Ulefone,S1,2018,August","Available. Released 2018,August",148.6 x 70.7 x 9.6 mm (5.85 x 2.78 x 0.38 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
731,Ulefone,Armor X,2018,April","Available. Released 2018,April",163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in),256 g (9.03 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
732,Ulefone,Armor 2,2017,August","Available. Released 2017,August",159 x 78.3 x 14.5 mm (6.26 x 3.08 x 0.57 in),270 g (9.52 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
733,Ulefone,T2 Pro,2018,February",Cancelled,165.9 x 78.3 x 7.7 mm (6.53 x 3.08 x 0.30 in),159 g (5.61 oz),"Dual SIM (Nano-SIM/Micro-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors","6.7 inches
734,Unnecto,Quattro Z,2014,June. Released 2014,June",Discontinued,125.5 x 65 x 9.4 mm (4.94 x 2.56 x 0.37 in),110 g (3.88 oz),Dual SIM (dual stand-by),IPS LCD capacitive touchscreen,"4.0 inches,45.5 cm (~55.8% screen-to-body ratio)"
735,Unnecto,Drone Z,2014,June. Released 2014,June",Discontinued,116 x 61 x 11.5 mm (4.57 x 2.40 x 0.45 in),100 g (3.53 oz),Dual SIM (dual stand-by),Capacitive touchscreen,"3.5 inches,36.5 cm (~51.5% screen-to-body ratio)"
736,Unnecto,Drone,2012,February. Released 2012,April",Discontinued,102.6 x 56.4 x 12.4 mm (4.04 x 2.22 x 0.49 in),117 g (4.13 oz),Dual SIM (dual stand-by),TFT resistive touchscreen,"3.2 inches,3.20
737,Vertu,Ascent Ti Damascus Steel,2009,June. Released 2009,Q3",Discontinued,"115.5 x 49 x 13.1 mm,74 cc (4.55 x 1.93 x 0.52 in)",160 g (5.64 oz),Mini-SIM,"TFT,16M colors"
738,vivo,V19 Neo,2020,June 13","Available. Released 2020,June 13",159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),176 g (6.21 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
739,vivo,Z5x (2020),2020,June 09","Available. Released 2020,June 09",162.4 x 77.3 x 8.9 mm (6.39 x 3.04 x 0.35 in),204.1 g (7.20 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
740,vivo,X50 Pro+,2020,June 01","Coming soon. Exp. release 2020,July",158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in),181.5 g (6.42 oz),"Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
741,vivo,X50 Pro,2020,June 01","Available. Released 2020,June 12",158.5 x 72.8 x 8 mm (6.24 x 2.87 x 0.31 in),181.5 g (6.42 oz),"Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
742,vivo,Y70s,2020,May 25","Available. Released 2020,June 01",162 x 76.6 x 8.5 mm (6.38 x 3.02 x 0.33 in),190 g (6.70 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
743,vivo,iQOO Z1,2020,May 19","Available. Released 2020,June 01",164 x 75.6 x 8.9 mm (6.46 x 2.98 x 0.35 in),195 g (6.88 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
744,vivo,X50 Lite,2020,May 12","Available. Released 2020,May 12",159.3 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),190.2 g (6.70 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
745,vivo,Y30,2020,May 07","Available. Released 2020,May 09",162 x 76.5 x 9.1 mm (6.38 x 3.01 x 0.36 in),197 g (6.95 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
746,vivo,iQOO Neo3 5G,2020,April 23","Available. Released 2020,April 29",163.7 x 75.6 x 8.9 mm (6.44 x 2.98 x 0.35 in),198.1 g (6.98 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
747,vivo,Y50,2020,April 06","Available. Released 2020,April 12",162 x 76.5 x 9.1 mm (6.38 x 3.01 x 0.36 in),197 g (6.95 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
748,vivo,V19,2020,April 06","Available. Released 2020,April 29",159.6 x 75 x 8.5 mm (6.28 x 2.95 x 0.33 in),186.5 g (6.60 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
749,vivo,S6 5G,2020,March 31","Available. Released 2020,April 12",161.2 x 74.7 x 8.7 mm (6.35 x 2.94 x 0.34 in),181 g (6.38 oz),"Dual SIM (Nano-SIM,dual stand-by)","AMOLED capacitive touchscreen,16M colors"
750,vivo,NEX 3S 5G,2020,March 10","Available. Released 2020,March 14",167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),219.5 g (7.76 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
751,vivo,V19 (Indonesia),2020,March 10","Available. Released 2020,March 26",159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),176 g (6.21 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
752,vivo,Z6 5G,2020,February 28","Available. Released 2020,February 29",164 x 75.1 x 9.2 mm (6.46 x 2.96 x 0.36 in),201 g (7.09 oz),"Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
753,vivo,iQOO 3 5G,2020,February 25","Available. Released 2020,March 04",158.5 x 74.9 x 9.2 mm (6.24 x 2.95 x 0.36 in),214.5 g (7.58 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
754,vivo,X30 Pro,2019,December","Available. Released 2019,December",158.5 x 74.1 x 8.8 mm (6.24 x 2.92 x 0.35 in),198.5 g (7.02 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
755,vivo,X30,2019,December","Available. Released 2019,December",158.5 x 74.1 x 8.8 mm (6.24 x 2.92 x 0.35 in),196.5 g (6.95 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
756,vivo,V17,2019,November 23","Available. Released 2019,December",159 x 74.2 x 8.5 mm (6.26 x 2.92 x 0.33 in),176 g (6.21 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
757,vivo,iQOO Neo 855 Racing,2019,December","Available. Released 2019,December",159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),198.5 g (7.02 oz),"Dual SIM (Nano-SIM,dual stand-by)","Super AMOLED capacitive touchscreen,16M colors"
758,vivo,Z5i,2019,November","Available. Released 2019,November",162.2 x 76.5 x 8.9 mm (6.39 x 3.01 x 0.35 in),193 g (6.81 oz),"Hybrid Dual SIM (Nano-SIM,dual stand-by)","IPS LCD capacitive touchscreen,16M colors"
